ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Ever_Married_int,Graduated_int,Profession_int,Spending_Score_int,Var_1_int,Gender_int,Segmentation
461323,Female,Yes,43,Yes,Healthcare,6.0,Average,2.0,Cat_6,1,1,5,0,5,0,0
461324,Female,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
461326,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461335,Male,Yes,53,No,Executive,8.0,High,2.0,Cat_6,1,0,4,1,5,1,0
461340,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_7,1,1,0,0,6,1,2
461346,Male,Yes,50,Yes,Artist,8.0,Low,2.0,Cat_6,1,1,0,2,5,1,1
461348,Male,Yes,42,Yes,Healthcare,1.0,Low,1.0,Cat_6,1,1,5,2,5,1,3
461350,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_2,0,0,5,2,1,1,3
461352,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_2,0,0,5,2,1,1,3
461356,Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_6,0,1,3,2,5,1,3
461357,Male,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_6,0,1,5,2,5,1,3
461363,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,0,1,0,2,5,1,1
461366,Male,No,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,0,1,5,2,5,1,3
461370,Male,No,25,Yes,Doctor,1.0,Low,3.0,Cat_6,0,1,1,2,5,1,0
461378,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,1,2
461397,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,0,0,5,2,5,1,3
461402,Female,No,29,Yes,Entertainment,1.0,Low,5.0,Cat_6,0,1,3,2,5,0,3
461408,Male,Yes,47,Yes,Marketing,0.0,Low,3.0,Cat_6,1,1,8,2,5,1,3
461423,Male,No,32,Yes,Artist,1.0,Low,3.0,Cat_4,0,1,0,2,3,1,0
461426,Male,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,1,1,0,0,5,1,2
461428,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,0,1,0,2,5,1,1
461432,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
461437,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,1,1,3,0,5,1,2
461439,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,0,0,5,1,2
461441,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,1,1,0,0,5,1,2
461442,Male,Yes,46,Yes,Artist,0.0,Average,6.0,Cat_2,1,1,0,0,1,1,2
461454,Female,Yes,36,Yes,Artist,6.0,High,4.0,Cat_7,1,1,0,1,6,0,2
461456,Female,No,38,No,Marketing,0.0,Low,1.0,Cat_6,0,0,8,2,5,0,3
461457,Female,Yes,32,No,Doctor,0.0,Low,5.0,Cat_6,1,0,1,2,5,0,3
461458,Female,No,41,Yes,Artist,5.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461462,Male,Yes,56,Yes,Marketing,0.0,Low,3.0,Cat_6,1,1,8,2,5,1,3
461465,Male,Yes,31,Yes,Artist,8.0,Average,2.0,Cat_6,1,1,0,0,5,1,1
461466,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_7,1,0,0,2,6,1,0
461469,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,0,2,5,1,0
461476,Male,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_2,1,1,0,0,1,1,2
461479,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,0,0,5,0,2
461480,Female,Yes,57,Yes,Artist,1.0,High,3.0,Cat_6,1,1,0,1,5,0,2
461482,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
461494,Male,Yes,27,No,Engineer,0.0,Average,2.0,Cat_6,1,0,2,0,5,1,0
461501,Female,Yes,45,Yes,Engineer,1.0,High,3.0,Cat_6,1,1,2,1,5,0,1
461503,Female,No,30,Yes,Artist,8.0,Low,2.0,Cat_6,0,1,0,2,5,0,0
461510,Male,Yes,45,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,0,2,5,1,1
461514,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_6,0,0,5,2,5,1,3
461516,Male,Yes,31,Yes,Entertainment,1.0,Average,3.0,Cat_6,1,1,3,0,5,1,0
461518,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,1,1,0,0,2,0,2
461521,Male,Yes,67,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,1,2
461522,Male,Yes,76,No,Executive,1.0,High,2.0,Cat_6,1,0,4,1,5,1,0
461525,Male,Yes,69,Yes,Entertainment,0.0,Low,2.0,Cat_6,1,1,3,2,5,1,0
461526,Male,Yes,83,No,Entertainment,0.0,Low,2.0,Cat_6,1,0,3,2,5,1,0
461530,Male,Yes,38,Yes,Engineer,0.0,Low,2.0,Cat_6,1,1,2,2,5,1,0
461534,Male,Yes,36,Yes,Artist,0.0,Low,1.0,Cat_6,1,1,0,2,5,1,0
461546,Female,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,1,0,7,2,5,0,3
461548,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_6,0,1,2,2,5,0,3
461553,Male,No,38,Yes,Artist,1.0,Low,3.0,Cat_7,0,1,0,2,6,1,0
461556,Female,Yes,48,Yes,Engineer,1.0,Average,2.0,Cat_6,1,1,2,0,5,0,2
461558,Male,Yes,51,Yes,Engineer,2.0,Average,2.0,Cat_6,1,1,2,0,5,1,2
461564,Male,Yes,56,Yes,Executive,1.0,High,2.0,Cat_6,1,1,4,1,5,1,2
461570,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_6,1,1,0,0,5,1,2
461574,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,0,0,5,0,2
461587,Male,No,30,Yes,Healthcare,0.0,Low,3.0,Cat_6,0,1,5,2,5,1,3
461593,Female,Yes,40,Yes,Doctor,8.0,Average,2.0,Cat_6,1,1,1,0,5,0,2
461604,Male,Yes,38,No,Entertainment,0.0,Average,2.0,Cat_6,1,0,3,0,5,1,1
461612,Female,No,31,Yes,Healthcare,8.0,Low,5.0,Cat_6,0,1,5,2,5,0,3
461615,Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,0,1,1,2,5,1,3
461617,Male,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,0,1,0,2,5,1,1
461626,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,1,1,4,1,5,1,2
461630,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,1,1,0,0,5,1,2
461637,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_7,1,1,0,2,6,1,1
461644,Male,No,30,No,Healthcare,0.0,Low,6.0,Cat_6,0,0,5,2,5,1,3
461653,Female,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,1,1,1,0,5,0,2
461655,Female,Yes,39,Yes,Homemaker,9.0,Average,2.0,Cat_6,1,1,6,0,5,0,1
461658,Female,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_5,1,1,0,0,4,0,2
461659,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
461661,Female,Yes,40,Yes,Artist,5.0,Average,2.0,Cat_2,1,1,0,0,1,0,2
461663,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,0,0,5,2,5,1,3
461668,Male,Yes,53,Yes,Artist,4.0,Average,4.0,Cat_2,1,1,0,0,1,1,2
461671,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,0,0,5,2,5,1,3
461674,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,1,1,4,1,5,1,2
461676,Female,No,31,Yes,Engineer,0.0,Low,1.0,Cat_6,0,1,2,2,5,0,0
461679,Male,No,30,Yes,Healthcare,3.0,Low,4.0,Cat_6,0,1,5,2,5,1,3
461681,Male,No,25,Yes,Healthcare,8.0,Low,3.0,Cat_7,0,1,5,2,6,1,3
461683,Male,Yes,40,Yes,Executive,1.0,High,4.0,Cat_6,1,1,4,1,5,1,1
461685,Female,No,27,Yes,Healthcare,4.0,Low,4.0,Cat_6,0,1,5,2,5,0,3
461686,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,0,2,5,1,1
461690,Female,No,33,Yes,Engineer,1.0,Low,1.0,Cat_4,0,1,2,2,3,0,0
461694,Male,No,28,Yes,Doctor,1.0,Low,4.0,Cat_4,0,1,1,2,3,1,3
461695,Female,Yes,48,Yes,Artist,2.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
461698,Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,0,2
461701,Male,Yes,36,No,Artist,0.0,Average,2.0,Cat_5,1,0,0,0,4,1,2
461705,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,0,0,5,2,5,0,3
461708,Male,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,1,0,7,1,5,1,1
461709,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,0,1,0,2,3,1,0
461711,Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,0,1,0,2,1,0,1
461716,Female,Yes,60,Yes,Lawyer,6.0,High,9.0,Cat_6,1,1,7,1,5,0,2
461720,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_4,0,1,0,2,3,0,1
461722,Male,No,31,No,Doctor,0.0,Low,3.0,Cat_6,0,0,1,2,5,1,3
461724,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_7,1,1,0,2,6,0,1
461725,Female,No,30,Yes,Engineer,3.0,Low,1.0,Cat_4,0,1,2,2,3,0,0
461727,Female,No,49,Yes,Artist,1.0,Low,3.0,Cat_6,0,1,0,2,5,0,2
461737,Female,Yes,51,Yes,Doctor,0.0,Average,6.0,Cat_4,1,1,1,0,3,0,1
461744,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,1,1,0,0,5,1,2
461747,Male,Yes,65,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,1,2
461749,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,0,0,5,2,5,0,3
461752,Male,Yes,65,Yes,Doctor,1.0,Average,3.0,Cat_6,1,1,1,0,5,1,2
461756,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_4,1,1,2,0,3,0,1
461760,Male,Yes,84,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,1,2
461769,Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,0,1,0,2,5,1,0
461771,Male,Yes,28,Yes,Doctor,8.0,Average,2.0,Cat_6,1,1,1,0,5,1,0
461775,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,1,0,7,1,5,0,1
461778,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,1,1,7,1,5,0,2
461780,Female,No,69,Yes,Lawyer,1.0,Low,5.0,Cat_6,0,1,7,2,5,0,2
461784,Female,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,1,1,7,2,5,0,0
461788,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,7,1,5,0,2
461791,Female,No,21,No,Lawyer,9.0,Low,1.0,Cat_6,0,0,7,2,5,0,3
461792,Female,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,0,0,5,2,1,0,3
461800,Female,No,43,Yes,Doctor,3.0,Low,1.0,Cat_2,0,1,1,2,1,0,0
461801,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,0,0,5,2,5,0,3
461802,Male,No,43,Yes,Artist,0.0,Low,4.0,Cat_6,0,1,0,2,5,1,0
461804,Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461807,Male,No,25,Yes,Doctor,10.0,Low,4.0,Cat_6,0,1,1,2,5,1,3
461815,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,1,1,0,2,2,1,1
461816,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,0,1,8,2,5,0,3
461821,Female,No,32,No,Doctor,1.0,Low,4.0,Cat_6,0,0,1,2,5,0,3
461822,Male,Yes,36,Yes,Artist,8.0,High,2.0,Cat_6,1,1,0,1,5,1,1
461824,Male,Yes,45,Yes,Marketing,9.0,Low,3.0,Cat_6,1,1,8,2,5,1,3
461837,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,0,2,5,1,0
461845,Female,Yes,48,Yes,Doctor,1.0,Average,4.0,Cat_6,1,1,1,0,5,0,2
461846,Female,No,65,Yes,Artist,0.0,Low,2.0,Cat_2,0,1,0,2,1,0,1
461848,Male,No,39,No,Marketing,1.0,Low,2.0,Cat_6,0,0,8,2,5,1,3
461858,Male,No,25,No,Entertainment,1.0,Low,7.0,Cat_4,0,0,3,2,3,1,3
461859,Female,Yes,49,No,Artist,5.0,Low,5.0,Cat_6,1,0,0,2,5,0,2
461860,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,7,1,5,0,2
461862,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
461864,Male,No,19,Yes,Marketing,0.0,Low,6.0,Cat_4,0,1,8,2,3,1,3
461872,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,7,1,5,0,2
461873,Male,No,28,Yes,Doctor,0.0,Low,4.0,Cat_6,0,1,1,2,5,1,3
461874,Male,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_3,1,1,1,0,2,1,2
461882,Female,No,28,Yes,Doctor,0.0,Low,5.0,Cat_7,0,1,1,2,6,0,3
461892,Female,No,42,Yes,Healthcare,0.0,Low,1.0,Cat_2,0,1,5,2,1,0,3
461896,Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,1,1,0,2,5,1,0
461898,Male,Yes,63,Yes,Executive,6.0,High,3.0,Cat_6,1,1,4,1,5,1,2
461899,Female,No,18,No,Doctor,0.0,Low,6.0,Cat_6,0,0,1,2,5,0,3
461901,Male,No,26,Yes,Artist,7.0,Low,4.0,Cat_6,0,1,0,2,5,1,3
461913,Male,No,43,Yes,Entertainment,5.0,Low,4.0,Cat_2,0,1,3,2,1,1,0
461921,Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461927,Male,No,32,No,Healthcare,1.0,Low,4.0,Cat_2,0,0,5,2,1,1,3
461929,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,1,1,3,2,5,1,0
461930,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_4,0,1,0,2,3,0,0
461936,Male,Yes,69,No,Lawyer,0.0,High,2.0,Cat_6,1,0,7,1,5,1,1
461941,Female,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,1,1,0,2,5,0,1
461943,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,0,1,5,2,5,1,3
461962,Male,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_6,1,1,3,0,5,1,2
461963,Female,No,40,Yes,Artist,9.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
461965,Male,No,23,No,Healthcare,1.0,Low,6.0,Cat_6,0,0,5,2,5,1,3
461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,0,0,8,2,6,0,3
461968,Female,No,39,Yes,Entertainment,2.0,Low,1.0,Cat_6,0,1,3,2,5,0,0
461978,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,0,0,5,2,5,0,3
461988,Male,Yes,40,No,Engineer,1.0,Average,2.0,Cat_6,1,0,2,0,5,1,0
461993,Male,No,33,No,Healthcare,3.0,Low,4.0,Cat_6,0,0,5,2,5,1,3
461994,Male,Yes,20,No,Doctor,14.0,Low,2.0,Cat_6,1,0,1,2,5,1,3
461996,Female,No,35,No,Artist,7.0,Low,4.0,Cat_6,0,0,0,2,5,0,2
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,0,1,1,2,5,1,3
462007,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
462011,Male,Yes,30,No,Marketing,0.0,Low,4.0,Cat_4,1,0,8,2,3,1,3
462013,Female,Yes,56,Yes,Executive,0.0,Average,2.0,Cat_6,1,1,4,0,5,0,2
462015,Male,Yes,28,Yes,Entertainment,0.0,Average,2.0,Cat_6,1,1,3,0,5,1,0
462016,Female,Yes,38,Yes,Artist,6.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
462017,Male,No,26,Yes,Entertainment,9.0,Low,1.0,Cat_2,0,1,3,2,1,1,3
462027,Male,No,36,No,Engineer,0.0,Low,1.0,Cat_6,0,0,2,2,5,1,0
462029,Male,No,56,No,Entertainment,0.0,Low,1.0,Cat_6,0,0,3,2,5,1,0
462033,Male,No,26,Yes,Entertainment,0.0,Low,1.0,Cat_6,0,1,3,2,5,1,3
462038,Male,No,28,Yes,Artist,4.0,Low,4.0,Cat_6,0,1,0,2,5,1,0
462043,Male,No,32,No,Healthcare,0.0,Low,5.0,Cat_6,0,0,5,2,5,1,3
462044,Female,No,52,Yes,Artist,4.0,Low,1.0,Cat_6,0,1,0,2,5,0,2
462048,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,0,0,5,2,5,0,3
462052,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,0,2,5,1,1
462058,Male,Yes,40,Yes,Entertainment,8.0,Low,2.0,Cat_6,1,1,3,2,5,1,0
462060,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,0,0,5,0,2
462064,Male,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_7,1,1,0,0,6,1,2
462068,Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,1,1,4,1,5,1,2
462075,Female,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
462078,Female,Yes,57,No,Artist,1.0,Average,2.0,Cat_2,1,0,0,0,1,0,2
462080,Female,No,43,Yes,Artist,9.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
462081,Male,No,21,No,Marketing,1.0,Low,3.0,Cat_4,0,0,8,2,3,1,3
462083,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,0,0,5,2,5,1,3
462084,Male,Yes,68,Yes,Artist,1.0,Low,1.0,Cat_6,1,1,0,2,5,1,1
462085,Female,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,0,1,5,2,5,0,3
462088,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,0,0,5,1,2
462090,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
462091,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4,0,0,5,2,3,1,3
462102,Female,No,39,Yes,Doctor,4.0,Low,1.0,Cat_6,0,1,1,2,5,0,0
462103,Female,Yes,49,No,Entertainment,9.0,High,2.0,Cat_6,1,0,3,1,5,0,0
462109,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,1,0,7,2,5,1,3
462111,Male,Yes,38,Yes,Artist,6.0,Average,4.0,Cat_6,1,1,0,0,5,1,2
462114,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,0,0,5,2,5,1,3
462116,Female,Yes,68,Yes,Doctor,0.0,Average,2.0,Cat_6,1,1,1,0,5,0,2
462118,Male,No,31,Yes,Artist,0.0,Low,3.0,Cat_6,0,1,0,2,5,1,0
462120,Male,Yes,46,No,Artist,1.0,Low,3.0,Cat_3,1,0,0,2,2,1,1
462128,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,1,1,0,0,5,1,1
462131,Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,0,1,0,2,1,0,1
462141,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
462149,Female,Yes,88,No,Lawyer,2.0,High,1.0,Cat_6,1,0,7,1,5,0,0
462151,Female,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,0,1,0,2,5,0,0
462163,Female,Yes,26,Yes,Artist,4.0,Average,2.0,Cat_3,1,1,0,0,2,0,0
462168,Male,Yes,35,Yes,Executive,0.0,High,3.0,Cat_6,1,1,4,1,5,1,1
462171,Female,Yes,41,No,Engineer,3.0,High,2.0,Cat_6,1,0,2,1,5,0,0
462172,Male,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_1,1,1,1,0,0,1,2
462174,Female,Yes,41,Yes,Engineer,8.0,Average,4.0,Cat_4,1,1,2,0,3,0,1
462179,Female,No,33,Yes,Marketing,0.0,Low,9.0,Cat_7,0,1,8,2,6,0,3
462180,Female,Yes,61,Yes,Engineer,2.0,Average,4.0,Cat_2,1,1,2,0,1,0,1
462186,Female,No,19,No,Doctor,1.0,Low,3.0,Cat_1,0,0,1,2,0,0,3
462187,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,0,1,0,2,5,0,1
462188,Female,Yes,48,No,Engineer,0.0,Average,4.0,Cat_4,1,0,2,0,3,0,1
462196,Male,Yes,57,No,Marketing,1.0,Average,3.0,Cat_4,1,0,8,0,3,1,0
462197,Female,Yes,72,No,Engineer,1.0,Average,3.0,Cat_4,1,0,2,0,3,0,1
462200,Female,Yes,49,Yes,Doctor,0.0,Low,3.0,Cat_4,1,1,1,2,3,0,1
462202,Female,No,41,Yes,Entertainment,0.0,Low,4.0,Cat_4,0,1,3,2,3,0,0
462203,Male,Yes,65,No,Executive,2.0,High,7.0,Cat_4,1,0,4,1,3,1,3
462204,Female,No,22,No,Marketing,0.0,Low,3.0,Cat_4,0,0,8,2,3,0,3
462205,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,0,0,5,2,3,0,3
462209,Female,Yes,41,No,Artist,0.0,Low,1.0,Cat_4,1,0,0,2,3,0,0
462210,Female,Yes,42,Yes,Engineer,0.0,Low,3.0,Cat_4,1,1,2,2,3,0,0
462211,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,0,0,5,2,3,1,3
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,1,0,1,2,3,1,0
462216,Female,Yes,40,No,Doctor,0.0,Low,2.0,Cat_4,1,0,1,2,3,0,0
462218,Male,Yes,50,No,Executive,1.0,Average,5.0,Cat_4,1,0,4,0,3,1,1
462220,Female,No,19,No,Healthcare,6.0,Low,3.0,Cat_4,0,0,5,2,3,0,3
462222,Male,No,22,No,Healthcare,0.0,Low,6.0,Cat_4,0,0,5,2,3,1,3
462231,Male,No,27,Yes,Artist,4.0,Low,6.0,Cat_4,0,1,0,2,3,1,3
462232,Male,Yes,55,No,Executive,0.0,High,8.0,Cat_4,1,0,4,1,3,1,1
462240,Male,Yes,80,No,Lawyer,0.0,High,2.0,Cat_6,1,0,7,1,5,1,1
462243,Male,Yes,43,No,Executive,0.0,Low,4.0,Cat_6,1,0,4,2,5,1,1
462246,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,1,0,7,1,5,0,0
462249,Male,No,25,No,Entertainment,1.0,Low,3.0,Cat_6,0,0,3,2,5,1,3
462256,Female,Yes,58,Yes,Homemaker,0.0,Average,4.0,Cat_6,1,1,6,0,5,0,2
462260,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,Cat_6,1,1,7,2,5,1,0
462274,Male,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,0,0,5,1,2
462275,Male,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,0,0,5,1,2
462278,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,0,1,5,2,5,1,3
462279,Male,No,27,No,Healthcare,0.0,Low,7.0,Cat_6,0,0,5,2,5,1,3
462280,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,0,1,5,2,5,1,3
462281,Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,1,1,0,2,5,1,1
462284,Male,Yes,48,Yes,Executive,1.0,Average,4.0,Cat_6,1,1,4,0,5,1,2
462286,Male,Yes,57,No,Doctor,0.0,Average,2.0,Cat_6,1,0,1,0,5,1,2
462290,Female,No,30,Yes,Doctor,0.0,Low,1.0,Cat_6,0,1,1,2,5,0,3
462297,Female,No,31,Yes,Artist,14.0,Low,2.0,Cat_6,0,1,0,2,5,0,0
462300,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,0,0,5,1,2
462304,Male,Yes,56,Yes,Artist,1.0,Low,4.0,Cat_4,1,1,0,2,3,1,1
462306,Male,Yes,83,No,Lawyer,8.0,High,2.0,Cat_6,1,0,7,1,5,1,0
462310,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,1,1,0,0,5,1,2
462323,Female,Yes,71,Yes,Doctor,1.0,Average,2.0,Cat_6,1,1,1,0,5,0,2
462336,Male,Yes,50,No,Artist,0.0,Low,4.0,Cat_6,1,0,0,2,5,1,1
462339,Male,No,31,Yes,Artist,4.0,Low,5.0,Cat_6,0,1,0,2,5,1,0
462340,Male,Yes,60,No,Entertainment,0.0,Average,6.0,Cat_6,1,0,3,0,5,1,1
462342,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,1,1,7,1,5,0,2
462345,Male,Yes,49,Yes,Doctor,0.0,Average,6.0,Cat_4,1,1,1,0,3,1,1
462346,Male,Yes,74,Yes,Lawyer,9.0,Low,1.0,Cat_6,1,1,7,2,5,1,0
462349,Male,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,1,1,0,0,5,1,2
462356,Male,No,46,Yes,Engineer,0.0,Low,3.0,Cat_6,0,1,2,2,5,1,0
462358,Male,Yes,39,No,Doctor,2.0,Average,2.0,Cat_6,1,0,1,0,5,1,0
462365,Male,Yes,85,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,7,1,5,1,2
462368,Female,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,0,0,5,0,0
462370,Male,Yes,39,Yes,Executive,4.0,High,3.0,Cat_6,1,1,4,1,5,1,1
462381,Female,Yes,48,No,Doctor,1.0,High,2.0,Cat_6,1,0,1,1,5,0,0
462382,Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,1,1,7,1,5,1,2
462386,Female,No,32,Yes,Healthcare,0.0,Low,5.0,Cat_6,0,1,5,2,5,0,3
462389,Female,Yes,55,No,Engineer,0.0,Low,1.0,Cat_6,1,0,2,2,5,0,0
462395,Male,Yes,46,Yes,Artist,0.0,High,2.0,Cat_6,1,1,0,1,5,1,2
462397,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,1,1,0,0,5,1,2
462400,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,0,1,0,2,5,1,0
462401,Male,Yes,33,No,Executive,1.0,Average,2.0,Cat_4,1,0,4,0,3,1,3
462409,Female,Yes,29,No,Engineer,5.0,Low,2.0,Cat_6,1,0,2,2,5,0,3
462411,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,0,1,0,2,5,1,0
462415,Male,No,25,No,Doctor,1.0,Low,1.0,Cat_6,0,0,1,2,5,1,3
462420,Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,0,1,5,2,5,1,3
